CustID,Date,Category,Amount
3,2024-11-20,식당,147.1
3,2024-01-22,OTT,14
3,2024-08-17,식당,32.99
3,2024-09-19,OTT,21.14
3,2024-10-27,여행,315.94
3,2024-09-22,식당,137.49
3,2024-12-08,편의점,37.9
3,2024-01-16,편의점,1.13
3,2024-10-02,OTT,20.94
3,2024-01-06,편의점,18.08
3,2024-10-21,식당,118.65
3,2024-04-27,마트,31.49
3,2024-03-22,마트,159.83
3,2024-07-27,여행,981.39
3,2024-01-07,마트,144.47
3,2024-12-22,편의점,2.93
3,2024-02-17,편의점,47.97
3,2024-07-27,편의점,35.21
3,2024-01-29,마트,80.46
3,2024-04-25,식당,110.59
3,2024-12-24,마트,187.01
3,2024-08-05,식당,64.08
3,2024-06-04,OTT,27.27
3,2024-10-16,편의점,18.52
3,2024-06-05,편의점,46.74
3,2024-03-15,식당,89.49
3,2024-10-30,OTT,24.36
3,2024-08-07,OTT,9.67
3,2024-07-09,OTT,13.35
3,2024-04-15,마트,130.75
3,2024-03-05,식당,28.62
3,2024-10-12,여행,746.69
3,2024-12-18,여행,286.05
3,2024-05-12,편의점,25.73
3,2024-07-30,식당,177.53
3,2024-05-28,편의점,34.84
3,2024-10-15,OTT,22.75
3,2024-07-11,OTT,26.08
3,2024-01-11,식당,86.41
3,2024-06-20,편의점,11.12
3,2024-05-25,마트,107.8
3,2024-08-14,편의점,13.36
3,2024-05-13,마트,89.54
3,2024-01-18,마트,14.12
3,2024-01-27,OTT,6.71
3,2024-02-09,마트,113.13
3,2024-09-18,OTT,16.15
3,2024-08-24,식당,85.41
3,2024-05-28,편의점,45.82
3,2024-05-20,마트,80.15
3,2024-10-06,여행,544
3,2024-03-01,편의점,3.15
3,2024-02-20,마트,250.07
3,2024-01-08,마트,54.25
3,2024-10-10,식당,56.79
3,2024-12-02,OTT,29.3
3,2024-10-08,식당,65.19
3,2024-10-03,식당,46.19
3,2024-04-30,마트,146.57
3,2024-06-11,식당,83.42
3,2024-12-02,식당,91.16
3,2024-10-01,편의점,19.89
3,2024-03-06,식당,140.79
3,2024-03-07,OTT,12.15
3,2024-06-26,식당,184.47
3,2024-10-22,식당,46.7
3,2024-09-18,마트,48.33
3,2024-02-04,편의점,21.4
3,2024-02-22,OTT,19.75
3,2024-03-16,OTT,17.78
3,2024-04-26,마트,75.22
3,2024-09-08,여행,404.71
3,2024-01-06,여행,934.13
3,2024-08-20,OTT,11.38
3,2024-02-13,OTT,7.95
3,2024-04-02,마트,214.81
3,2024-03-23,OTT,17.88
3,2024-01-21,마트,56.37
3,2024-04-17,OTT,8.52
3,2024-02-19,편의점,25.86
3,2024-05-11,마트,219.28
4,2024-08-11,식당,115.25
4,2024-03-30,마트,121.1
4,2024-07-13,마트,41.73
4,2024-07-31,마트,255.5
4,2024-06-12,편의점,45.11
4,2024-04-25,편의점,20.64
4,2024-05-21,식당,162.01
4,2024-08-25,편의점,1.13
4,2024-01-18,마트,170.92
4,2024-05-07,편의점,32.74
4,2024-12-22,편의점,24.55
4,2024-11-22,편의점,36.96
4,2024-01-14,편의점,36.2
4,2024-09-17,편의점,26.41
4,2024-09-08,마트,57.25
4,2024-09-18,식당,48.85
4,2024-03-15,편의점,23.42
4,2024-08-16,식당,99.23
4,2024-08-02,식당,124.88
4,2024-05-05,OTT,20.55
4,2024-07-22,식당,90.79
4,2024-12-01,여행,699.82
4,2024-11-29,식당,76.34
4,2024-07-17,마트,20.45
4,2024-05-09,식당,133.01
4,2024-07-14,마트,232.86
4,2024-11-13,여행,285.13
4,2024-09-05,여행,237.53
4,2024-05-19,여행,51.84
4,2024-11-26,식당,149.14
4,2024-05-13,편의점,32.07
4,2024-03-12,식당,60.74
4,2024-11-08,식당,74.37
4,2024-11-22,편의점,34.38
4,2024-04-12,마트,165.88
4,2024-12-21,편의점,21.1
4,2024-11-09,마트,123.91
4,2024-02-19,마트,25.15
4,2024-01-27,식당,26.95
4,2024-05-16,편의점,1.06
4,2024-02-01,식당,121.07
4,2024-06-14,마트,159.07
4,2024-09-17,여행,937.33
4,2024-11-29,마트,279.8
4,2024-04-23,식당,194.58
4,2024-07-20,식당,116.38
4,2024-05-20,마트,84.38
4,2024-05-21,여행,556.91
4,2024-05-07,편의점,5.08
4,2024-07-22,여행,711.96
4,2024-12-27,편의점,25.58
4,2024-11-25,마트,194.55
4,2024-06-05,여행,501.65
4,2024-06-20,식당,100.38
4,2024-02-25,마트,115.67
4,2024-01-05,편의점,36.22
4,2024-08-25,여행,162.91
4,2024-03-26,편의점,39.67
4,2024-03-19,편의점,49.83
4,2024-03-03,여행,329.34
4,2024-03-21,편의점,20.93
4,2024-07-03,편의점,31.53
4,2024-12-07,마트,197.33
4,2024-02-15,OTT,23.4
4,2024-05-09,여행,507.31
4,2024-12-22,OTT,13.3
4,2024-09-18,마트,172.28
4,2024-02-06,식당,141.66
4,2024-11-28,마트,67.27
4,2024-01-18,마트,232.85
4,2024-07-12,식당,120.16
4,2024-08-07,마트,153.93
4,2024-07-12,마트,218.99
4,2024-04-11,OTT,25.56
4,2024-10-22,마트,281.48
4,2024-01-31,식당,80.29
4,2024-03-27,식당,44.97
4,2024-09-30,편의점,10.82
4,2024-06-28,식당,152.17
4,2024-10-08,편의점,36.17
4,2024-06-12,식당,17.9
4,2024-03-16,마트,147.34
4,2024-09-06,OTT,27.93
4,2024-11-13,여행,649
4,2024-09-29,편의점,17.08
4,2024-06-06,편의점,37.96
4,2024-01-22,마트,282.16
4,2024-01-15,여행,398.78
4,2024-04-22,마트,90.57
4,2024-07-04,식당,126.68
4,2024-12-19,편의점,29.37
4,2024-04-17,여행,843.47
4,2024-07-28,OTT,29.54
4,2024-08-05,편의점,15.87
4,2024-02-08,마트,206.37
4,2024-12-14,식당,138.65
4,2024-09-25,편의점,42.01
4,2024-02-22,마트,83.52
4,2024-11-01,편의점,45.77
4,2024-06-27,마트,158.6
4,2024-04-01,마트,82.88
4,2024-07-20,마트,102.36
4,2024-11-03,식당,136.71
4,2024-05-13,여행,797.33
4,2024-01-28,여행,50.18
4,2024-11-12,OTT,22.89
4,2024-07-20,마트,107.67
4,2024-08-18,여행,959.14
4,2024-12-19,식당,170.16
4,2024-10-13,마트,250.75
4,2024-10-06,식당,33.6
4,2024-05-26,식당,69.28
4,2024-06-23,식당,51.8
4,2024-06-22,마트,19.69
4,2024-05-24,편의점,29.59
4,2024-09-29,마트,247.43
4,2024-11-01,여행,902.63
4,2024-10-21,마트,82.57
4,2024-02-06,마트,106.54
4,2024-03-23,여행,763.59
4,2024-12-02,여행,80.5
4,2024-02-26,마트,25.65
4,2024-10-28,여행,742.58
4,2024-04-29,마트,155.93
4,2024-01-21,편의점,12.77
4,2024-05-15,여행,623.9
4,2024-10-16,여행,612.02
4,2024-03-27,편의점,35.41
4,2024-08-28,OTT,10.06
4,2024-09-12,여행,635.46
4,2024-04-16,식당,75.51
4,2024-08-24,마트,233.3
4,2024-04-17,편의점,46.18
4,2024-12-16,편의점,15.68
4,2024-07-18,식당,127.68
4,2024-11-02,마트,17.38
4,2024-06-27,여행,819.42
4,2024-05-31,여행,439.36
4,2024-05-05,편의점,17.71
4,2024-12-10,식당,110.09
4,2024-11-01,식당,33.08
4,2024-05-20,편의점,8.26
4,2024-01-20,편의점,43.99
4,2024-05-26,마트,269.28
4,2024-01-06,여행,232.56
4,2024-08-18,마트,295.05
4,2024-05-10,편의점,22.67
4,2024-12-01,마트,273.56
4,2024-09-27,OTT,21.39
4,2024-03-21,식당,89.06
4,2024-07-26,마트,229.62
4,2024-05-03,편의점,8.91
4,2024-06-28,마트,293.79
4,2024-09-29,마트,180.84
4,2024-07-28,마트,87.95
4,2024-11-08,여행,636.68
4,2024-01-23,편의점,24.64
4,2024-10-15,OTT,12.99
4,2024-08-09,마트,171.26
4,2024-03-18,식당,103.5
4,2024-09-12,편의점,33.78
5,2024-01-02,여행,60
5,2024-11-07,마트,268.29
5,2024-07-02,편의점,43.2
5,2024-01-28,식당,12.96
5,2024-07-02,마트,68.22
5,2024-09-16,식당,97.46
5,2024-02-15,식당,167.2
5,2024-11-28,OTT,18.84
5,2024-06-20,마트,278.14
5,2024-06-26,마트,30.64
5,2024-07-14,OTT,26.45
5,2024-02-22,마트,61.46
5,2024-03-12,마트,25.4
5,2024-02-04,OTT,11.44
5,2024-11-03,여행,842.22
5,2024-03-23,식당,167.33
5,2024-06-25,마트,275.49
5,2024-03-04,마트,109.92
5,2024-09-12,여행,488.74
5,2024-07-16,편의점,26.14
5,2024-01-15,마트,259.51
5,2024-04-13,식당,91.21
5,2024-02-08,마트,139.42
5,2024-08-19,OTT,11.26
5,2024-02-16,마트,52.78
5,2024-12-26,여행,212.03
5,2024-03-05,편의점,2.06
5,2024-10-30,편의점,44.54
5,2024-03-25,마트,225.65
5,2024-11-01,식당,56.52
5,2024-02-20,OTT,9.3
5,2024-06-17,마트,56.29
5,2024-08-26,식당,132.47
5,2024-02-18,편의점,31.84
5,2024-11-17,마트,44.41
5,2024-06-05,여행,977.67
5,2024-06-09,식당,69.86
5,2024-04-15,식당,65.4
5,2024-06-21,식당,193.36
5,2024-01-02,여행,649.42
5,2024-11-16,식당,160.18
5,2024-10-19,마트,158.65
5,2024-08-14,OTT,21.19
5,2024-03-23,식당,120.32
5,2024-10-07,마트,131.53
5,2024-10-26,마트,168.37
5,2024-06-07,마트,220.59
5,2024-06-03,편의점,37.75
5,2024-03-25,여행,68.91
5,2024-12-27,마트,21.74
5,2024-09-03,여행,682.96
5,2024-07-21,OTT,17.53
5,2024-01-13,편의점,14.28
5,2024-11-16,식당,137.13
5,2024-08-23,여행,134.02
5,2024-09-06,마트,125.41
5,2024-10-24,마트,245.81
5,2024-12-26,식당,146.62
5,2024-04-25,여행,506.22
5,2024-12-13,편의점,30.58
5,2024-07-01,OTT,29.93
5,2024-03-17,여행,837.48
5,2024-09-18,여행,727.56
5,2024-11-05,편의점,31.34
5,2024-09-23,편의점,33.22
5,2024-02-22,마트,206.39
5,2024-01-28,여행,880.4
5,2024-09-27,편의점,13.3
5,2024-10-12,여행,829.6
5,2024-03-18,여행,295.66
5,2024-12-16,편의점,3.28
5,2024-03-22,여행,344.01
5,2024-02-18,마트,286.5
5,2024-10-06,마트,282.69
5,2024-09-11,마트,74.81
5,2024-11-04,식당,90.32
5,2024-12-23,마트,287.13
5,2024-12-11,편의점,12.87
5,2024-08-31,식당,67.13
5,2024-05-20,여행,726.46
5,2024-04-20,편의점,35.01
5,2024-01-14,편의점,45.94
5,2024-06-06,마트,111.64
5,2024-10-23,마트,224.46
5,2024-11-15,편의점,35.53
5,2024-03-18,여행,879.8
5,2024-03-06,여행,544.94
5,2024-06-16,OTT,10.03
5,2024-11-20,마트,102.03
5,2024-10-20,식당,81.62
5,2024-04-29,편의점,37.33
5,2024-06-09,편의점,39.09
5,2024-01-28,편의점,19.63
5,2024-05-03,마트,184.45
5,2024-01-06,편의점,48.56
5,2024-10-25,OTT,16.62
5,2024-06-05,OTT,9.46
5,2024-09-14,편의점,39.98
5,2024-08-01,식당,144.52
5,2024-05-05,여행,898.77
5,2024-06-20,편의점,16.17
5,2024-07-19,여행,892.06
5,2024-08-13,식당,99.4
5,2024-10-06,식당,106.01
5,2024-08-12,마트,191.59
5,2024-08-28,여행,628.25
5,2024-01-23,여행,195.46
5,2024-02-09,OTT,6.05
5,2024-01-20,편의점,39.89
5,2024-11-19,여행,118.8
5,2024-01-28,여행,834.39
5,2024-03-31,편의점,21.49
5,2024-08-15,OTT,11.87
5,2024-09-10,식당,49
5,2024-02-12,식당,71.49
5,2024-03-08,식당,81.51
5,2024-06-01,편의점,5.06
5,2024-08-01,식당,198.1
5,2024-01-26,마트,93.27
5,2024-05-01,마트,109.88
5,2024-12-19,식당,172.07
5,2024-04-29,편의점,13.99
5,2024-12-07,여행,95.86
5,2024-04-18,식당,190.97
5,2024-03-14,여행,360.89
5,2024-04-11,마트,83.02
5,2024-05-21,편의점,26.68
5,2024-06-16,편의점,1.82
5,2024-04-20,편의점,19.08
5,2024-01-19,편의점,6.06
5,2024-06-23,OTT,19.3
5,2024-11-02,식당,139.7
5,2024-06-04,마트,274
5,2024-09-05,OTT,28.96
5,2024-06-05,마트,211.45
5,2024-12-28,마트,33.88
5,2024-07-22,편의점,41.96
5,2024-10-24,식당,71.15
5,2024-05-23,편의점,40.04
5,2024-11-30,편의점,31
5,2024-05-29,OTT,23.68
5,2024-04-22,마트,20.17
5,2024-02-29,편의점,4.23
5,2024-02-24,식당,146.65
5,2024-11-06,식당,22.77
5,2024-03-13,식당,41.76
5,2024-03-09,식당,72.72
5,2024-06-21,식당,113.4
5,2024-05-13,식당,111.5
5,2024-03-25,여행,135.13
5,2024-07-08,마트,231.63
5,2024-07-31,편의점,44.71
5,2024-12-25,편의점,29.12
5,2024-04-21,여행,101.43
5,2024-05-25,식당,73.8
5,2024-06-14,OTT,16.98
5,2024-04-22,식당,22.62
5,2024-09-15,식당,182.02
5,2024-09-02,식당,128.4
5,2024-11-13,편의점,19.72
5,2024-12-21,편의점,32.83
5,2024-10-16,OTT,7.62
5,2024-06-26,편의점,28.93
5,2024-07-04,편의점,47.95
5,2024-02-10,여행,545.09
5,2024-03-19,식당,171.56
5,2024-02-01,마트,99.91
5,2024-10-20,식당,170.63
5,2024-11-07,편의점,12.02
5,2024-02-15,여행,977.66
5,2024-01-31,여행,322.78
5,2024-02-21,마트,297.33
5,2024-02-07,OTT,13.04
5,2024-09-18,편의점,44.01
5,2024-07-04,OTT,19.84
5,2024-08-01,마트,259.32
5,2024-09-14,OTT,20.24
5,2024-07-11,편의점,28.63
5,2024-04-07,여행,433.57
6,2024-02-16,식당,175.53
6,2024-03-03,마트,203.2
6,2024-02-06,편의점,46.59
6,2024-08-03,마트,158.28
6,2024-01-18,편의점,45.65
6,2024-06-15,편의점,18.52
6,2024-07-30,편의점,29.08
6,2024-12-07,여행,670.92
6,2024-07-28,마트,70.41
6,2024-04-10,식당,127.29
6,2024-08-31,마트,207.92
6,2024-06-03,여행,471.75
6,2024-02-12,식당,155.28
6,2024-07-18,식당,179.92
6,2024-12-07,편의점,26.9
6,2024-05-26,편의점,44.68
6,2024-06-15,마트,295.26
6,2024-09-19,식당,170.44
6,2024-07-06,마트,184
6,2024-01-26,마트,166.26
6,2024-01-10,식당,168.18
6,2024-04-21,식당,107.37
6,2024-06-24,식당,36.45
6,2024-03-26,편의점,4.42
6,2024-01-27,편의점,45.54
6,2024-07-17,식당,23.97
6,2024-12-04,편의점,38.82
6,2024-10-22,식당,117.82
6,2024-02-28,마트,148.02
6,2024-08-28,마트,51.49
6,2024-03-02,마트,96.38
6,2024-08-03,편의점,42.49
6,2024-12-27,편의점,36.55
6,2024-10-30,편의점,12.01
6,2024-09-24,여행,819
6,2024-08-04,편의점,37.48
6,2024-09-13,편의점,2.1
6,2024-03-02,편의점,4.19
6,2024-06-10,식당,129.03
6,2024-12-12,식당,27.84
6,2024-12-10,식당,35.89
6,2024-07-24,여행,85.68
6,2024-10-14,여행,599.56
6,2024-04-15,여행,362.62
6,2024-05-02,마트,267.47
6,2024-02-09,여행,207.26
6,2024-03-11,마트,294.46
6,2024-10-25,마트,257.19
6,2024-09-25,식당,172.75
6,2024-01-17,식당,102.42
6,2024-12-05,편의점,9.1
6,2024-11-07,편의점,37.85
6,2024-10-26,마트,178.09
6,2024-05-28,식당,43.19
6,2024-07-20,편의점,21.9
6,2024-10-12,OTT,21.28
6,2024-01-19,편의점,14.88
6,2024-12-25,마트,215.87
6,2024-07-10,여행,977.99
6,2024-03-21,편의점,39.97
6,2024-06-02,식당,77.17
6,2024-08-27,편의점,49.98
7,2024-04-08,식당,10.41
7,2024-05-22,편의점,1.28
7,2024-10-26,식당,41.19
7,2024-03-04,편의점,47.99
7,2024-07-21,마트,102.09
7,2024-06-22,식당,26.16
7,2024-06-05,편의점,44.98
7,2024-11-20,식당,74.4
7,2024-04-15,식당,137.62
7,2024-04-12,마트,128.46
7,2024-03-10,편의점,35.26
7,2024-06-15,마트,284.68
7,2024-08-30,식당,22.14
7,2024-07-12,마트,235.15
7,2024-10-07,식당,71.04
7,2024-07-21,편의점,41.83
7,2024-04-26,식당,39.62
7,2024-01-04,편의점,22.06
7,2024-05-01,편의점,47.78
7,2024-01-25,식당,134.48
7,2024-02-10,편의점,46.31
7,2024-05-06,편의점,48.49
7,2024-01-16,편의점,18.81
7,2024-05-13,여행,596.21
7,2024-12-25,식당,100.3
7,2024-04-24,마트,261.9
7,2024-03-20,OTT,7.43
7,2024-10-29,식당,178.93
7,2024-10-23,편의점,25.55
7,2024-09-17,여행,149.25
7,2024-04-22,마트,171.47
7,2024-10-01,식당,107.05
7,2024-01-17,식당,190.41
7,2024-07-20,편의점,33.97
7,2024-03-18,편의점,48.51
7,2024-01-18,여행,498.59
7,2024-11-27,식당,121.19
7,2024-03-23,식당,150.52
7,2024-05-11,식당,86.97
7,2024-10-20,편의점,22.36
7,2024-06-20,식당,107.59
7,2024-08-12,식당,132.52
7,2024-07-07,식당,25.18
7,2024-09-02,편의점,34.84
7,2024-12-26,마트,164.1
7,2024-10-01,편의점,11.58
7,2024-03-19,여행,810.34
7,2024-04-25,식당,160.07
7,2024-10-23,마트,96.99
7,2024-12-22,마트,130.21
7,2024-01-13,편의점,9.82
7,2024-04-24,식당,48.47
7,2024-07-17,편의점,6.21
7,2024-09-27,편의점,32.51
7,2024-03-22,식당,123.03
7,2024-05-27,편의점,24.57
7,2024-04-15,편의점,41.89
7,2024-04-09,식당,53.72
7,2024-01-08,여행,402.94
7,2024-04-02,식당,89.96
7,2024-08-07,편의점,45.32
7,2024-02-14,여행,506.7
7,2024-03-27,식당,135.72
7,2024-07-13,마트,108.45
7,2024-05-01,식당,76.81
7,2024-12-13,편의점,49.98
7,2024-07-30,편의점,27.8
7,2024-12-13,편의점,43.87
7,2024-02-11,여행,204.52
7,2024-01-18,OTT,26.32
7,2024-05-06,마트,225.81
7,2024-10-14,여행,409.91
7,2024-07-01,편의점,29.27
7,2024-12-02,식당,36.69
7,2024-04-05,여행,284.29
7,2024-11-03,편의점,44.8
7,2024-11-21,마트,214.24
7,2024-11-27,식당,116.61
7,2024-10-22,마트,96.97
7,2024-07-04,여행,174.19
7,2024-09-17,여행,694.47
7,2024-09-27,편의점,34.76
7,2024-08-11,마트,262.42
7,2024-06-13,식당,153.06
7,2024-07-29,편의점,28.64
7,2024-05-06,여행,569.2
7,2024-01-10,편의점,27.69
7,2024-05-25,식당,176.61
7,2024-12-14,마트,158.68
7,2024-09-22,여행,425.49
7,2024-01-29,여행,545.73
7,2024-02-16,여행,427.98
7,2024-05-11,여행,97.99
7,2024-12-06,여행,510.25
7,2024-03-19,편의점,42.28
7,2024-05-26,마트,251.03
7,2024-07-29,마트,65.38
7,2024-11-28,마트,221.21
7,2024-06-20,여행,628.08
7,2024-07-05,여행,786.55
7,2024-07-07,여행,296.26
7,2024-02-10,식당,79.99
7,2024-11-30,마트,152.2
7,2024-06-21,편의점,38.61
7,2024-07-28,편의점,33.08
7,2024-06-12,편의점,30.18
7,2024-02-03,마트,83.24
7,2024-12-13,식당,153.45
7,2024-12-22,여행,822.45
7,2024-02-22,식당,52.07
7,2024-08-06,마트,157.69
7,2024-03-23,OTT,13.93
7,2024-01-15,여행,471.53
7,2024-09-21,마트,128.38
7,2024-07-25,식당,51.22
7,2024-09-02,마트,189.23
7,2024-01-19,마트,272.43
7,2024-12-26,마트,197.54
7,2024-05-22,식당,99.41
7,2024-04-19,마트,101.21
7,2024-03-03,식당,148.96
7,2024-01-06,여행,118.35
7,2024-07-25,마트,291.1
7,2024-11-25,마트,193.88
7,2024-10-15,여행,543.47
7,2024-10-26,편의점,22.25
7,2024-12-17,여행,931.81
7,2024-12-21,여행,952.4
7,2024-01-21,여행,399.86
7,2024-09-01,식당,13.45
7,2024-07-04,여행,429.18
7,2024-10-16,마트,129.05
7,2024-07-08,마트,103.95
7,2024-09-14,여행,413.21
7,2024-12-17,편의점,33.37
7,2024-05-30,여행,778.66
7,2024-03-18,편의점,11.02
8,2024-06-20,식당,99.16
8,2024-04-14,편의점,39.32
8,2024-06-20,편의점,30.87
8,2024-07-25,마트,79.48
8,2024-08-29,편의점,38.09
8,2024-06-24,식당,137.7
8,2024-12-17,OTT,27.55
8,2024-05-21,OTT,13.75
8,2024-04-21,편의점,11.23
8,2024-03-05,식당,89.2
8,2024-01-10,식당,189.29
8,2024-12-16,OTT,19.83
8,2024-07-19,마트,89.37
8,2024-09-02,편의점,36.47
8,2024-07-29,마트,104.49
8,2024-03-26,편의점,33.69
8,2024-04-17,식당,151.44
8,2024-07-16,마트,28.23
8,2024-09-17,OTT,23.49
8,2024-12-05,마트,282.93
8,2024-01-01,식당,165.7
8,2024-01-31,식당,181.31
8,2024-12-14,마트,84.25
8,2024-10-02,편의점,19.8
8,2024-07-10,편의점,14.48
8,2024-09-29,식당,57.26
8,2024-08-10,편의점,21.94
8,2024-03-30,마트,133.88
8,2024-02-24,OTT,22.41
8,2024-04-11,마트,213.76
8,2024-09-22,마트,137.64
8,2024-01-29,마트,200.7
8,2024-08-26,식당,45.48
8,2024-08-01,마트,144.2
8,2024-03-07,마트,91.04
