stock_code,year,quarter,상장폐지 여부,관리종목 여부,감사의견,Y_label
50,2023,4,상장,N,적정,0
50,2024,1,상장,N,적정,0
50,2024,2,상장,N,기타/확인필요,0
50,2024,3,상장,N,기타/확인필요,0
50,2024,4,상장,N,기타/확인필요,0
50,2025,1,상장,N,기타/확인필요,0
50,2025,2,상장,N,기타/확인필요,0
50,2025,3,상장,N,기타/확인필요,0
60,2023,3,상장폐지,N,기타/확인필요,1
60,2023,4,상장폐지,N,적정,1
60,2024,1,상장폐지,N,적정,1
60,2024,2,상장폐지,N,기타/확인필요,1
60,2024,3,상장폐지,N,기타/확인필요,1
60,2024,4,상장폐지,N,기타/확인필요,1
60,2025,1,상장폐지,N,기타/확인필요,1
60,2025,2,상장폐지,N,기타/확인필요,1
60,2025,3,상장폐지,N,기타/확인필요,1
80,2020,1,상장,N,기타/확인필요,0
80,2020,2,상장,N,적정,0
80,2020,3,상장,N,적정,0
80,2020,4,상장,N,적정,0
80,2021,1,상장,N,적정,0
80,2021,2,상장,N,적정,0
80,2021,3,상장,N,적정,0
80,2021,4,상장,N,적정,0
80,2022,1,상장,N,적정,0
80,2022,2,상장,N,적정,0
80,2022,3,상장,N,적정,0
80,2022,4,상장,N,적정,0
80,2023,1,상장,N,적정,0
80,2023,2,상장,N,적정,0
80,2023,3,상장,N,적정,0
80,2023,4,상장,N,적정,0
80,2024,1,상장,N,적정,0
80,2024,2,상장,N,기타/확인필요,0
80,2024,3,상장,N,기타/확인필요,0
80,2024,4,상장,N,기타/확인필요,0
80,2025,1,상장,N,기타/확인필요,0
80,2025,2,상장,N,기타/확인필요,0
80,2025,3,상장,N,기타/확인필요,0
100,2020,1,상장,N,기타/확인필요,0
100,2020,2,상장,N,적정,0
100,2020,3,상장,N,적정,0
100,2020,4,상장,N,적정,0
100,2021,1,상장,N,적정,0
100,2021,2,상장,N,적정,0
100,2021,3,상장,N,적정,0
100,2021,4,상장,N,적정,0
100,2022,1,상장,N,적정,0
100,2022,2,상장,N,적정,0
100,2022,3,상장,N,적정,0
100,2022,4,상장,N,적정,0
100,2023,1,상장,N,적정,0
100,2023,2,상장,N,적정,0
100,2023,3,상장,N,적정,0
100,2023,4,상장,N,적정,0
100,2024,1,상장,N,적정,0
100,2024,2,상장,N,기타/확인필요,0
100,2024,3,상장,N,기타/확인필요,0
100,2024,4,상장,N,기타/확인필요,0
100,2025,1,상장,N,기타/확인필요,0
100,2025,2,상장,N,기타/확인필요,0
100,2025,3,상장,N,기타/확인필요,0
110,2023,3,상장,N,기타/확인필요,0
110,2023,4,상장,N,적정,0
110,2024,1,상장,N,적정,0
110,2024,2,상장,N,기타/확인필요,0
110,2024,3,상장,N,기타/확인필요,0
110,2024,4,상장,N,기타/확인필요,0
110,2025,1,상장,N,기타/확인필요,0
110,2025,2,상장,N,기타/확인필요,0
110,2025,3,상장,N,기타/확인필요,0
120,2020,1,상장,N,기타/확인필요,0
120,2020,2,상장,N,기타/확인필요,0
120,2020,3,상장,N,기타/확인필요,0
120,2020,4,상장,N,기타/확인필요,0
120,2021,1,상장,N,기타/확인필요,0
120,2021,2,상장,N,기타/확인필요,0
120,2021,3,상장,N,기타/확인필요,0
120,2021,4,상장,N,기타/확인필요,0
120,2022,1,상장,N,기타/확인필요,0
120,2022,2,상장,N,기타/확인필요,0
120,2022,3,상장,N,기타/확인필요,0
120,2022,4,상장,N,기타/확인필요,0
120,2023,1,상장,N,기타/확인필요,0
120,2023,2,상장,N,기타/확인필요,0
120,2023,3,상장,N,기타/확인필요,0
120,2023,4,상장,N,기타/확인필요,0
120,2024,1,상장,N,기타/확인필요,0
120,2024,2,상장,N,기타/확인필요,0
120,2024,3,상장,N,기타/확인필요,0
120,2024,4,상장,N,기타/확인필요,0
120,2025,1,상장,N,기타/확인필요,0
120,2025,2,상장,N,기타/확인필요,0
120,2025,3,상장,N,기타/확인필요,0
140,2020,1,상장,N,기타/확인필요,0
140,2020,2,상장,N,적정,0
140,2020,3,상장,N,적정,0
140,2020,4,상장,N,적정,0
140,2021,1,상장,N,적정,0
140,2021,2,상장,N,적정,0
140,2021,3,상장,N,적정,0
140,2021,4,상장,N,적정,0
140,2022,4,상장,N,적정,0
140,2023,1,상장,N,적정,0
140,2023,2,상장,N,적정,0
140,2023,3,상장,N,적정,0
140,2023,4,상장,N,적정,0
140,2024,1,상장,N,적정,0
140,2024,2,상장,N,기타/확인필요,0
140,2024,3,상장,N,기타/확인필요,0
140,2024,4,상장,N,기타/확인필요,0
140,2025,1,상장,N,기타/확인필요,0
140,2025,2,상장,N,기타/확인필요,0
140,2025,3,상장,N,기타/확인필요,0
150,2020,1,상장,N,기타/확인필요,0
150,2020,2,상장,N,적정,0
150,2020,3,상장,N,적정,0
150,2020,4,상장,N,적정,0
150,2021,1,상장,N,적정,0
150,2021,2,상장,N,적정,0
150,2021,3,상장,N,적정,0
150,2021,4,상장,N,적정,0
150,2022,1,상장,N,적정,0
150,2022,2,상장,N,기타/확인필요,0
150,2022,3,상장,N,기타/확인필요,0
150,2022,4,상장,N,기타/확인필요,0
150,2023,1,상장,N,기타/확인필요,0
150,2023,2,상장,N,적정,0
150,2023,3,상장,N,적정,0
150,2023,4,상장,N,적정,0
150,2024,1,상장,N,적정,0
150,2024,2,상장,N,기타/확인필요,0
150,2024,3,상장,N,기타/확인필요,0
150,2024,4,상장,N,기타/확인필요,0
150,2025,1,상장,N,기타/확인필요,0
150,2025,2,상장,N,기타/확인필요,0
150,2025,3,상장,N,기타/확인필요,0
180,2020,1,상장,N,기타/확인필요,0
180,2020,2,상장,N,적정,0
180,2020,3,상장,N,적정,0
180,2020,4,상장,N,적정,0
180,2021,1,상장,N,적정,0
180,2021,2,상장,N,적정,0
180,2021,3,상장,N,적정,0
180,2021,4,상장,N,적정,0
180,2022,1,상장,N,적정,0
180,2022,2,상장,N,적정,0
180,2022,3,상장,N,적정,0
180,2022,4,상장,N,적정,0
180,2023,1,상장,N,적정,0
180,2023,2,상장,N,적정,0
180,2023,3,상장,N,적정,0
180,2023,4,상장,N,적정,0
180,2024,1,상장,N,적정,0
180,2024,2,상장,N,기타/확인필요,0
180,2024,3,상장,N,기타/확인필요,0
180,2024,4,상장,N,기타/확인필요,0
180,2025,1,상장,N,기타/확인필요,0
180,2025,2,상장,N,기타/확인필요,0
180,2025,3,상장,N,기타/확인필요,0
210,2020,1,상장,N,기타/확인필요,0
210,2020,2,상장,N,적정,0
210,2020,3,상장,N,적정,0
210,2020,4,상장,N,적정,0
210,2021,1,상장,N,적정,0
210,2021,2,상장,N,적정,0
210,2021,3,상장,N,적정,0
210,2021,4,상장,N,적정,0
210,2022,1,상장,N,적정,0
210,2022,2,상장,N,적정,0
210,2022,3,상장,N,적정,0
210,2022,4,상장,N,적정,0
210,2023,1,상장,N,적정,0
210,2023,2,상장,N,적정,0
210,2023,3,상장,N,적정,0
210,2023,4,상장,N,적정,0
210,2024,1,상장,N,적정,0
210,2024,2,상장,N,기타/확인필요,0
210,2024,3,상장,N,기타/확인필요,0
210,2024,4,상장,N,기타/확인필요,0
210,2025,1,상장,N,기타/확인필요,0
210,2025,2,상장,N,기타/확인필요,0
210,2025,3,상장,N,기타/확인필요,0
220,2020,1,상장,N,기타/확인필요,0
220,2020,2,상장,N,기타/확인필요,0
220,2020,3,상장,N,기타/확인필요,0
220,2020,4,상장,N,기타/확인필요,0
220,2021,1,상장,N,기타/확인필요,0
220,2021,2,상장,N,적정,0
220,2021,3,상장,N,적정,0
220,2021,4,상장,N,적정,0
220,2022,1,상장,N,적정,0
220,2022,2,상장,N,적정,0
220,2022,3,상장,N,적정,0
220,2022,4,상장,N,적정,0
220,2023,1,상장,N,적정,0
220,2023,2,상장,N,적정,0
220,2023,3,상장,N,적정,0
220,2023,4,상장,N,적정,0
220,2024,1,상장,N,적정,0
220,2024,2,상장,N,기타/확인필요,0
220,2024,3,상장,N,기타/확인필요,0
220,2024,4,상장,N,기타/확인필요,0
220,2025,1,상장,N,기타/확인필요,0
220,2025,2,상장,N,기타/확인필요,0
220,2025,3,상장,N,기타/확인필요,0
230,2020,1,상장,N,기타/확인필요,0
230,2020,2,상장,N,적정,0
230,2020,3,상장,N,적정,0
230,2020,4,상장,N,적정,0
230,2021,1,상장,N,적정,0
230,2021,2,상장,N,적정,0
230,2021,3,상장,N,적정,0
230,2021,4,상장,N,적정,0
230,2022,1,상장,N,적정,0
230,2022,2,상장,N,적정,0
230,2022,3,상장,N,적정,0
230,2022,4,상장,N,적정,0
230,2023,1,상장,N,적정,0
230,2023,2,상장,N,적정,0
230,2023,3,상장,N,적정,0
230,2023,4,상장,N,적정,0
230,2024,1,상장,N,적정,0
230,2024,2,상장,N,기타/확인필요,0
230,2024,3,상장,N,기타/확인필요,0
230,2024,4,상장,N,기타/확인필요,0
230,2025,1,상장,N,기타/확인필요,0
230,2025,2,상장,N,기타/확인필요,0
230,2025,3,상장,N,기타/확인필요,0
240,2020,1,상장,N,기타/확인필요,0
240,2020,2,상장,N,적정,0
240,2020,3,상장,N,적정,0
240,2020,4,상장,N,적정,0
240,2021,1,상장,N,적정,0
240,2021,2,상장,N,적정,0
240,2021,3,상장,N,적정,0
240,2021,4,상장,N,적정,0
240,2022,1,상장,N,적정,0
240,2022,2,상장,N,적정,0
240,2022,3,상장,N,적정,0
240,2022,4,상장,N,적정,0
240,2023,1,상장,N,적정,0
240,2023,2,상장,N,적정,0
240,2023,3,상장,N,적정,0
240,2023,4,상장,N,적정,0
240,2024,1,상장,N,적정,0
240,2024,2,상장,N,기타/확인필요,0
240,2024,3,상장,N,기타/확인필요,0
240,2024,4,상장,N,기타/확인필요,0
240,2025,1,상장,N,기타/확인필요,0
240,2025,2,상장,N,기타/확인필요,0
240,2025,3,상장,N,기타/확인필요,0
250,2020,1,상장,N,기타/확인필요,0
250,2020,2,상장,N,적정,0
250,2020,3,상장,N,적정,0
250,2020,4,상장,N,적정,0
250,2021,1,상장,N,적정,0
250,2021,2,상장,N,적정,0
250,2021,3,상장,N,적정,0
250,2021,4,상장,N,적정,0
250,2022,1,상장,N,적정,0
250,2022,2,상장,N,적정,0
250,2022,3,상장,N,적정,0
250,2022,4,상장,N,적정,0
250,2023,1,상장,N,적정,0
250,2023,2,상장,N,적정,0
250,2023,3,상장,N,적정,0
250,2023,4,상장,N,적정,0
250,2024,1,상장,N,적정,0
250,2024,2,상장,N,기타/확인필요,0
250,2024,3,상장,N,기타/확인필요,0
250,2024,4,상장,N,기타/확인필요,0
250,2025,1,상장,N,기타/확인필요,0
250,2025,2,상장,N,기타/확인필요,0
250,2025,3,상장,N,기타/확인필요,0
270,2020,1,상장,N,기타/확인필요,0
270,2020,2,상장,N,기타/확인필요,0
270,2020,3,상장,N,기타/확인필요,0
270,2020,4,상장,N,기타/확인필요,0
270,2021,1,상장,N,기타/확인필요,0
270,2021,2,상장,N,기타/확인필요,0
270,2021,3,상장,N,기타/확인필요,0
270,2021,4,상장,N,기타/확인필요,0
270,2022,1,상장,N,기타/확인필요,0
270,2022,2,상장,N,기타/확인필요,0
270,2022,3,상장,N,기타/확인필요,0
270,2022,4,상장,N,기타/확인필요,0
270,2023,1,상장,N,기타/확인필요,0
270,2023,2,상장,N,기타/확인필요,0
270,2023,3,상장,N,기타/확인필요,0
270,2023,4,상장,N,기타/확인필요,0
270,2024,1,상장,N,기타/확인필요,0
270,2024,2,상장,N,기타/확인필요,0
270,2024,3,상장,N,기타/확인필요,0
270,2024,4,상장,N,기타/확인필요,0
270,2025,1,상장,N,기타/확인필요,0
270,2025,2,상장,N,기타/확인필요,0
270,2025,3,상장,N,기타/확인필요,0
300,2020,1,상장,N,기타/확인필요,0
300,2020,2,상장,N,적정,0
300,2020,3,상장,N,적정,0
300,2020,4,상장,N,적정,0
300,2021,1,상장,N,적정,0
300,2021,2,상장,N,적정,0
300,2021,3,상장,N,적정,0
300,2021,4,상장,N,적정,0
300,2022,1,상장,N,적정,0
300,2022,2,상장,N,적정,0
300,2022,3,상장,N,적정,0
300,2022,4,상장,N,적정,0
300,2023,1,상장,N,적정,0
300,2023,2,상장,N,기타/확인필요,0
300,2023,3,상장,N,기타/확인필요,0
300,2023,4,상장,N,기타/확인필요,0
300,2024,1,상장,N,기타/확인필요,0
300,2024,2,상장,N,기타/확인필요,0
300,2024,3,상장,N,기타/확인필요,0
300,2024,4,상장,N,기타/확인필요,0
300,2025,1,상장,N,기타/확인필요,0
300,2025,2,상장,N,기타/확인필요,0
300,2025,3,상장,N,기타/확인필요,0
320,2020,1,상장,N,기타/확인필요,0
320,2020,2,상장,N,적정,0
320,2020,3,상장,N,적정,0
320,2020,4,상장,N,적정,0
320,2021,1,상장,N,적정,0
320,2021,2,상장,N,적정,0
320,2021,3,상장,N,적정,0
320,2021,4,상장,N,적정,0
320,2022,1,상장,N,적정,0
320,2022,2,상장,N,적정,0
320,2022,3,상장,N,적정,0
320,2022,4,상장,N,적정,0
320,2023,1,상장,N,적정,0
320,2023,2,상장,N,적정,0
320,2023,3,상장,N,적정,0
320,2023,4,상장,N,적정,0
320,2024,1,상장,N,적정,0
320,2024,2,상장,N,기타/확인필요,0
320,2024,3,상장,N,기타/확인필요,0
320,2024,4,상장,N,기타/확인필요,0
320,2025,1,상장,N,기타/확인필요,0
320,2025,2,상장,N,기타/확인필요,0
320,2025,3,상장,N,기타/확인필요,0
370,2023,3,상장,N,기타/확인필요,0
370,2023,4,상장,N,기타/확인필요,0
370,2024,1,상장,N,기타/확인필요,0
370,2024,2,상장,N,기타/확인필요,0
370,2024,3,상장,N,기타/확인필요,0
370,2024,4,상장,N,기타/확인필요,0
370,2025,1,상장,N,기타/확인필요,0
370,2025,2,상장,N,기타/확인필요,0
370,2025,3,상장,N,기타/확인필요,0
390,2020,1,상장,N,기타/확인필요,0
390,2020,2,상장,N,적정,0
390,2020,3,상장,N,적정,0
390,2020,4,상장,N,적정,0
390,2021,1,상장,N,적정,0
390,2021,2,상장,N,적정,0
390,2021,3,상장,N,적정,0
390,2021,4,상장,N,적정,0
390,2022,1,상장,N,적정,0
390,2022,2,상장,N,적정,0
390,2022,3,상장,N,적정,0
390,2022,4,상장,N,적정,0
390,2023,1,상장,N,적정,0
390,2023,2,상장,N,적정,0
390,2023,3,상장,N,적정,0
390,2023,4,상장,N,적정,0
390,2024,1,상장,N,적정,0
390,2024,2,상장,N,기타/확인필요,0
390,2024,3,상장,N,기타/확인필요,0
390,2024,4,상장,N,기타/확인필요,0
390,2025,1,상장,N,기타/확인필요,0
390,2025,2,상장,N,기타/확인필요,0
390,2025,3,상장,N,기타/확인필요,0
400,2023,3,상장,N,기타/확인필요,0
400,2023,4,상장,N,적정,0
400,2024,1,상장,N,적정,0
400,2024,2,상장,N,기타/확인필요,0
400,2024,3,상장,N,기타/확인필요,0
400,2024,4,상장,N,기타/확인필요,0
400,2025,1,상장,N,기타/확인필요,0
400,2025,2,상장,N,기타/확인필요,0
400,2025,3,상장,N,기타/확인필요,0
430,2020,1,상장,N,기타/확인필요,0
430,2020,2,상장,N,적정,0
430,2020,3,상장,N,적정,0
430,2020,4,상장,N,적정,0
430,2021,1,상장,N,적정,0
430,2021,2,상장,N,적정,0
430,2021,3,상장,N,적정,0
430,2021,4,상장,N,적정,0
430,2022,1,상장,N,적정,0
430,2022,2,상장,N,적정,0
430,2022,3,상장,N,적정,0
430,2022,4,상장,N,적정,0
430,2023,1,상장,N,적정,0
430,2023,2,상장,N,적정,0
430,2023,3,상장,N,적정,0
430,2023,4,상장,N,적정,0
430,2024,1,상장,N,적정,0
430,2024,2,상장,N,기타/확인필요,0
430,2024,3,상장,N,기타/확인필요,0
430,2024,4,상장,N,기타/확인필요,0
430,2025,1,상장,N,기타/확인필요,0
430,2025,2,상장,N,기타/확인필요,0
430,2025,3,상장,N,기타/확인필요,0
440,2020,1,상장,N,기타/확인필요,0
440,2020,2,상장,N,적정,0
440,2020,3,상장,N,적정,0
440,2020,4,상장,N,적정,0
440,2021,1,상장,N,적정,0
440,2021,2,상장,N,적정,0
440,2021,3,상장,N,적정,0
440,2021,4,상장,N,적정,0
440,2022,1,상장,N,적정,0
440,2022,2,상장,N,적정,0
440,2022,3,상장,N,적정,0
440,2022,4,상장,N,적정,0
440,2023,1,상장,N,적정,0
440,2023,2,상장,N,적정,0
440,2023,3,상장,N,적정,0
440,2023,4,상장,N,적정,0
440,2024,1,상장,N,적정,0
440,2024,2,상장,N,기타/확인필요,0
440,2024,3,상장,N,기타/확인필요,0
440,2024,4,상장,N,기타/확인필요,0
440,2025,1,상장,N,기타/확인필요,0
440,2025,2,상장,N,기타/확인필요,0
440,2025,3,상장,N,기타/확인필요,0
480,2020,1,상장,N,기타/확인필요,0
480,2020,2,상장,N,적정,0
480,2020,3,상장,N,적정,0
480,2020,4,상장,N,적정,0
480,2021,1,상장,N,적정,0
480,2021,2,상장,N,적정,0
480,2021,3,상장,N,적정,0
480,2021,4,상장,N,적정,0
480,2022,1,상장,N,적정,0
480,2022,2,상장,N,적정,0
480,2022,3,상장,N,적정,0
480,2022,4,상장,N,적정,0
480,2023,1,상장,N,적정,0
480,2023,2,상장,N,적정,0
480,2023,3,상장,N,적정,0
480,2023,4,상장,N,적정,0
480,2024,1,상장,N,적정,0
480,2024,2,상장,N,기타/확인필요,0
480,2024,3,상장,N,기타/확인필요,0
480,2024,4,상장,N,기타/확인필요,0
480,2025,1,상장,N,기타/확인필요,0
480,2025,2,상장,N,기타/확인필요,0
480,2025,3,상장,N,기타/확인필요,0
490,2020,1,상장,N,기타/확인필요,0
490,2020,2,상장,N,적정,0
490,2020,3,상장,N,적정,0
490,2021,1,상장,N,기타/확인필요,0
490,2021,2,상장,N,적정,0
490,2021,3,상장,N,적정,0
490,2022,1,상장,N,기타/확인필요,0
490,2022,2,상장,N,적정,0
490,2022,3,상장,N,적정,0
490,2023,1,상장,N,기타/확인필요,0
490,2023,2,상장,N,기타/확인필요,0
490,2023,3,상장,N,기타/확인필요,0
490,2024,1,상장,N,기타/확인필요,0
490,2024,2,상장,N,기타/확인필요,0
490,2024,3,상장,N,기타/확인필요,0
490,2025,1,상장,N,기타/확인필요,0
490,2025,2,상장,N,기타/확인필요,0
0004V0,2025,3,상장,N,기타/확인필요,0
0004Y0,2025,2,상장,N,기타/확인필요,0
0004Y0,2025,3,상장,N,기타/확인필요,0
500,2020,1,상장,N,기타/확인필요,0
500,2020,2,상장,N,적정,0
500,2020,3,상장,N,적정,0
500,2020,4,상장,N,적정,0
500,2021,1,상장,N,적정,0
500,2021,2,상장,N,적정,0
500,2021,3,상장,N,적정,0
500,2021,4,상장,N,적정,0
500,2022,1,상장,N,적정,0
500,2022,2,상장,N,적정,0
500,2022,3,상장,N,적정,0
500,2022,4,상장,N,적정,0
500,2023,1,상장,N,적정,0
500,2023,2,상장,N,적정,0
500,2023,3,상장,N,적정,0
500,2023,4,상장,N,적정,0
500,2024,1,상장,N,적정,0
500,2024,2,상장,N,기타/확인필요,0
500,2024,3,상장,N,기타/확인필요,0
500,2024,4,상장,N,기타/확인필요,0
500,2025,1,상장,N,기타/확인필요,0
500,2025,2,상장,N,기타/확인필요,0
500,2025,3,상장,N,기타/확인필요,0
520,2020,1,상장,N,기타/확인필요,0
520,2020,2,상장,N,기타/확인필요,0
520,2020,3,상장,N,기타/확인필요,0
520,2020,4,상장,N,기타/확인필요,0
520,2021,1,상장,N,기타/확인필요,0
520,2021,2,상장,N,기타/확인필요,0
520,2021,3,상장,N,기타/확인필요,0
520,2021,4,상장,N,기타/확인필요,0
520,2022,1,상장,N,기타/확인필요,0
520,2022,2,상장,N,기타/확인필요,0
520,2022,3,상장,N,기타/확인필요,0
520,2022,4,상장,N,기타/확인필요,0
520,2023,1,상장,N,기타/확인필요,0
520,2023,2,상장,N,기타/확인필요,0
520,2023,3,상장,N,기타/확인필요,0
520,2023,4,상장,N,기타/확인필요,0
520,2024,1,상장,N,기타/확인필요,0
520,2024,2,상장,N,기타/확인필요,0
520,2024,3,상장,N,기타/확인필요,0
520,2024,4,상장,N,기타/확인필요,0
520,2025,1,상장,N,기타/확인필요,0
520,2025,2,상장,N,기타/확인필요,0
520,2025,3,상장,N,기타/확인필요,0
540,2023,3,상장,N,기타/확인필요,0
540,2023,4,상장,N,적정,0
540,2024,1,상장,N,적정,0
540,2024,2,상장,N,기타/확인필요,0
540,2024,3,상장,N,기타/확인필요,0
540,2024,4,상장,N,기타/확인필요,0
540,2025,1,상장,N,기타/확인필요,0
540,2025,2,상장,N,기타/확인필요,0
540,2025,3,상장,N,기타/확인필요,0
590,2020,1,상장,N,기타/확인필요,0
590,2020,2,상장,N,적정,0
590,2020,3,상장,N,적정,0
590,2020,4,상장,N,적정,0
590,2021,1,상장,N,적정,0
590,2021,2,상장,N,적정,0
590,2021,3,상장,N,적정,0
590,2021,4,상장,N,적정,0
590,2022,1,상장,N,적정,0
590,2022,2,상장,N,적정,0
590,2022,3,상장,N,적정,0
590,2022,4,상장,N,적정,0
590,2023,1,상장,N,적정,0
590,2023,2,상장,N,적정,0
590,2023,3,상장,N,적정,0
590,2023,4,상장,N,적정,0
590,2024,1,상장,N,적정,0
590,2024,2,상장,N,기타/확인필요,0
590,2024,3,상장,N,기타/확인필요,0
590,2024,4,상장,N,기타/확인필요,0
590,2025,1,상장,N,기타/확인필요,0
590,2025,2,상장,N,기타/확인필요,0
590,2025,3,상장,N,기타/확인필요,0
640,2020,1,상장,N,기타/확인필요,0
640,2020,2,상장,N,적정,0
640,2020,3,상장,N,적정,0
640,2020,4,상장,N,적정,0
640,2021,1,상장,N,적정,0
640,2021,2,상장,N,적정,0
640,2021,3,상장,N,적정,0
640,2021,4,상장,N,적정,0
640,2022,1,상장,N,적정,0
640,2022,2,상장,N,적정,0
640,2022,3,상장,N,적정,0
640,2022,4,상장,N,적정,0
640,2023,1,상장,N,적정,0
640,2023,2,상장,N,적정,0
640,2023,3,상장,N,적정,0
640,2023,4,상장,N,적정,0
640,2024,1,상장,N,적정,0
640,2024,2,상장,N,기타/확인필요,0
640,2024,3,상장,N,기타/확인필요,0
640,2024,4,상장,N,기타/확인필요,0
640,2025,1,상장,N,기타/확인필요,0
640,2025,2,상장,N,기타/확인필요,0
640,2025,3,상장,N,기타/확인필요,0
650,2020,1,상장,N,기타/확인필요,0
650,2020,2,상장,N,적정,0
650,2020,3,상장,N,적정,0
650,2020,4,상장,N,적정,0
650,2021,1,상장,N,적정,0
650,2021,2,상장,N,적정,0
650,2021,3,상장,N,적정,0
650,2021,4,상장,N,적정,0
650,2022,1,상장,N,적정,0
650,2022,2,상장,N,적정,0
650,2022,3,상장,N,적정,0
650,2022,4,상장,N,적정,0
650,2023,1,상장,N,적정,0
650,2023,2,상장,N,적정,0
650,2023,3,상장,N,적정,0
650,2023,4,상장,N,적정,0
650,2024,1,상장,N,적정,0
650,2024,2,상장,N,기타/확인필요,0
650,2024,3,상장,N,기타/확인필요,0
650,2024,4,상장,N,기타/확인필요,0
650,2025,1,상장,N,기타/확인필요,0
650,2025,2,상장,N,기타/확인필요,0
650,2025,3,상장,N,기타/확인필요,0
660,2020,1,상장,N,기타/확인필요,0
660,2020,2,상장,N,적정,0
660,2020,3,상장,N,적정,0
660,2020,4,상장,N,적정,0
660,2021,1,상장,N,적정,0
660,2021,2,상장,N,적정,0
660,2021,3,상장,N,적정,0
660,2021,4,상장,N,적정,0
660,2022,1,상장,N,적정,0
660,2022,2,상장,N,적정,0
660,2022,3,상장,N,적정,0
660,2022,4,상장,N,적정,0
660,2023,1,상장,N,적정,0
660,2023,2,상장,N,적정,0
660,2023,3,상장,N,적정,0
660,2023,4,상장,N,적정,0
660,2024,1,상장,N,적정,0
660,2024,2,상장,N,기타/확인필요,0
660,2024,3,상장,N,기타/확인필요,0
660,2024,4,상장,N,기타/확인필요,0
660,2025,1,상장,N,기타/확인필요,0
660,2025,2,상장,N,기타/확인필요,0
660,2025,3,상장,N,기타/확인필요,0
670,2020,1,상장,N,기타/확인필요,0
670,2020,2,상장,N,적정,0
670,2020,3,상장,N,적정,0
670,2020,4,상장,N,적정,0
670,2021,1,상장,N,적정,0
670,2021,2,상장,N,적정,0
670,2021,3,상장,N,적정,0
670,2021,4,상장,N,적정,0
670,2022,1,상장,N,적정,0
670,2022,2,상장,N,적정,0
670,2022,3,상장,N,적정,0
670,2022,4,상장,N,적정,0
670,2023,1,상장,N,적정,0
670,2023,2,상장,N,적정,0
670,2023,3,상장,N,적정,0
670,2023,4,상장,N,적정,0
670,2024,1,상장,N,적정,0
670,2024,2,상장,N,기타/확인필요,0
670,2024,3,상장,N,기타/확인필요,0
670,2024,4,상장,N,기타/확인필요,0
